时间,设备ID,温度(℃),电压(V),直流加热,电源反接,成功,错误码
2026-05-15 14:49:35,1_1_0002,28,30,否,否,是,
2026-05-15 14:49:36,1_1_0004,28,30,否,否,是,
2026-05-15 14:49:38,1_1_0001,28,30,否,否,是,
2026-05-15 14:49:43,1_1_0003,28,29,否,否,是,
2026-05-15 14:49:50,1_1_0007,28,29,否,否,是,
2026-05-15 14:49:53,1_1_0006,28,30,否,否,是,
2026-05-15 14:50:05,1_1_0009,28,29,否,否,是,
2026-05-15 14:50:14,1_1_0005,28,29,否,否,是,
2026-05-15 14:50:21,1_1_0010,28,29,否,否,是,
2026-05-15 14:50:27,1_1_0008,28,29,否,否,是,
2026-05-15 14:50:58,1_1_0002,28,30,否,否,是,
2026-05-15 14:50:59,1_1_0004,28,30,否,否,是,
2026-05-15 14:51:01,1_1_0001,28,30,否,否,是,
2026-05-15 14:51:04,1_1_0003,28,29,否,否,是,
2026-05-15 14:51:11,1_1_0007,28,29,否,否,是,
2026-05-15 14:51:16,1_1_0006,28,30,否,否,是,
2026-05-15 14:51:26,1_1_0009,28,29,否,否,是,
2026-05-15 14:51:31,1_1_0005,28,29,否,否,是,
2026-05-15 14:51:39,1_1_0010,28,29,否,否,是,
2026-05-15 14:51:47,1_1_0008,28,29,否,否,是,
2026-05-15 14:52:18,1_1_0002,28,30,否,否,是,
2026-05-15 14:52:19,1_1_0004,28,30,否,否,是,
2026-05-15 14:52:21,1_1_0001,28,30,否,否,是,
2026-05-15 14:52:26,1_1_0003,28,29,否,否,是,
2026-05-15 14:52:32,1_1_0007,28,29,否,否,是,
2026-05-15 14:52:35,1_1_0006,28,30,否,否,是,
2026-05-15 14:52:45,1_1_0009,28,29,否,否,是,
2026-05-15 14:52:57,1_1_0005,28,29,否,否,是,
2026-05-15 14:53:04,1_1_0010,28,29,否,否,是,
2026-05-15 14:53:15,1_1_0008,28,29,否,否,是,
2026-05-15 14:53:46,1_1_0002,28,30,否,否,是,
2026-05-15 14:53:47,1_1_0004,28,30,否,否,是,
2026-05-15 14:53:48,1_1_0001,28,30,否,否,是,
2026-05-15 14:53:53,1_1_0003,28,29,否,否,是,
2026-05-15 14:53:58,1_1_0007,28,29,否,否,是,
2026-05-15 14:54:03,1_1_0006,28,30,否,否,是,
2026-05-15 14:54:14,1_1_0009,28,29,否,否,是,
2026-05-15 14:54:21,1_1_0005,28,29,否,否,是,
2026-05-15 14:54:27,1_1_0010,28,29,否,否,是,
2026-05-15 14:54:35,1_1_0008,28,29,否,否,是,
2026-05-15 14:55:07,1_1_0002,28,30,否,否,是,
2026-05-15 14:55:08,1_1_0004,28,30,否,否,是,
2026-05-15 14:55:09,1_1_0001,28,30,否,否,是,
2026-05-15 14:55:12,1_1_0003,28,29,否,否,是,
2026-05-15 14:55:17,1_1_0007,28,29,否,否,是,
2026-05-15 14:55:20,1_1_0006,28,30,否,否,是,
2026-05-15 14:55:27,1_1_0009,28,29,否,否,是,
2026-05-15 14:55:37,1_1_0005,28,29,否,否,是,
2026-05-15 14:55:43,1_1_0010,28,29,否,否,是,
2026-05-15 14:55:52,1_1_0008,28,28,否,否,是,
2026-05-15 14:56:23,1_1_0002,28,30,否,否,是,
2026-05-15 14:56:24,1_1_0004,28,30,否,否,是,
2026-05-15 14:56:25,1_1_0001,28,30,否,否,是,
2026-05-15 14:56:31,1_1_0003,28,29,否,否,是,
2026-05-15 14:56:37,1_1_0007,28,29,否,否,是,
2026-05-15 14:56:42,1_1_0006,28,30,否,否,是,
2026-05-15 14:56:48,1_1_0009,28,29,否,否,是,
2026-05-15 14:56:58,1_1_0005,28,29,否,否,是,
2026-05-15 14:57:04,1_1_0010,28,29,否,否,是,
2026-05-15 14:57:12,1_1_0008,28,29,否,否,是,
2026-05-15 14:57:43,1_1_0002,28,30,否,否,是,
2026-05-15 14:57:45,1_1_0004,28,30,否,否,是,
2026-05-15 14:57:46,1_1_0001,28,30,否,否,是,
2026-05-15 14:57:49,1_1_0003,28,29,否,否,是,
2026-05-15 14:57:55,1_1_0007,28,29,否,否,是,
2026-05-15 14:58:00,1_1_0006,28,30,否,否,是,
2026-05-15 14:58:07,1_1_0009,28,29,否,否,是,
2026-05-15 14:58:20,1_1_0005,28,29,否,否,是,
2026-05-15 14:58:27,1_1_0010,28,29,否,否,是,
2026-05-15 14:58:34,1_1_0008,28,29,否,否,是,
2026-05-15 14:59:05,1_1_0002,28,30,否,否,是,
2026-05-15 14:59:06,1_1_0004,28,30,否,否,是,
2026-05-15 14:59:07,1_1_0001,28,30,否,否,是,
2026-05-15 14:59:11,1_1_0003,28,29,否,否,是,
2026-05-15 14:59:16,1_1_0007,28,29,否,否,是,
2026-05-15 14:59:19,1_1_0006,28,30,否,否,是,
2026-05-15 14:59:25,1_1_0009,28,29,否,否,是,
2026-05-15 14:59:31,1_1_0005,28,29,否,否,是,
2026-05-15 14:59:38,1_1_0010,28,29,否,否,是,
2026-05-15 14:59:49,1_1_0008,28,29,否,否,是,
2026-05-15 15:00:21,1_1_0002,28,30,否,否,是,
2026-05-15 15:00:22,1_1_0004,28,30,否,否,是,
2026-05-15 15:00:23,1_1_0001,28,30,否,否,是,
2026-05-15 15:00:27,1_1_0003,28,29,否,否,是,
2026-05-15 15:00:32,1_1_0007,28,29,否,否,是,
2026-05-15 15:00:39,1_1_0006,28,30,否,否,是,
2026-05-15 15:00:46,1_1_0009,28,29,否,否,是,
2026-05-15 15:00:54,1_1_0005,28,29,否,否,是,
2026-05-15 15:01:03,1_1_0010,28,29,否,否,是,
2026-05-15 15:01:11,1_1_0008,28,29,否,否,是,
2026-05-15 15:01:42,1_1_0002,28,30,否,否,是,
2026-05-15 15:01:43,1_1_0004,28,30,否,否,是,
2026-05-15 15:01:45,1_1_0001,28,30,否,否,是,
