时间,设备ID,温度(℃),电压(V),直流加热,电源反接,成功,错误码
2026-05-22 10:13:18,1_1_0008,28,104,否,否,是,
2026-05-22 10:13:23,1_1_0005,28,104,否,否,是,
2026-05-22 10:13:27,1_1_0009,28,104,否,否,是,
2026-05-22 10:13:35,1_1_0007,28,104,否,否,是,
2026-05-22 10:13:43,1_1_0003,28,104,否,否,是,
2026-05-22 10:13:53,1_1_0006,28,104,否,否,是,
2026-05-22 10:14:02,1_1_0004,28,104,否,否,是,
2026-05-22 10:14:18,1_1_0002,28,104,否,否,是,
2026-05-22 10:14:29,1_1_0001,28,104,否,否,是,
2026-05-22 10:15:02,1_1_0010,28,104,否,否,是,
2026-05-22 10:15:04,1_1_0008,28,104,否,否,是,
2026-05-22 10:15:09,1_1_0005,28,104,否,否,是,
2026-05-22 10:15:12,1_1_0009,28,104,否,否,是,
2026-05-22 10:15:19,1_1_0007,28,104,否,否,是,
2026-05-22 10:15:30,1_1_0003,28,104,否,否,是,
2026-05-22 10:15:40,1_1_0006,28,104,否,否,是,
2026-05-22 10:15:48,1_1_0004,28,104,否,否,是,
2026-05-22 10:16:01,1_1_0002,28,104,否,否,是,
2026-05-22 10:16:13,1_1_0001,28,104,否,否,是,
2026-05-22 10:16:46,1_1_0010,28,104,否,否,是,
2026-05-22 10:16:47,1_1_0008,28,104,否,否,是,
2026-05-22 10:16:55,1_1_0005,28,104,否,否,是,
2026-05-22 10:16:59,1_1_0009,28,104,否,否,是,
2026-05-22 10:17:05,1_1_0007,28,104,否,否,是,
2026-05-22 10:17:15,1_1_0003,28,104,否,否,是,
2026-05-22 10:17:24,1_1_0006,28,104,否,否,是,
2026-05-22 10:17:35,1_1_0004,28,104,否,否,是,
2026-05-22 10:17:47,1_1_0002,28,104,否,否,是,
2026-05-22 10:17:59,1_1_0001,28,104,否,否,是,
2026-05-22 10:18:30,1_1_0010,28,104,否,否,是,
2026-05-22 10:18:32,1_1_0008,28,104,否,否,是,
2026-05-22 10:18:40,1_1_0005,28,104,否,否,是,
2026-05-22 10:18:46,1_1_0009,28,104,否,否,是,
2026-05-22 10:18:53,1_1_0007,28,104,否,否,是,
2026-05-22 10:19:01,1_1_0003,28,104,否,否,是,
2026-05-22 10:19:12,1_1_0006,28,104,否,否,是,
2026-05-22 10:19:24,1_1_0004,28,104,否,否,是,
2026-05-22 10:19:39,1_1_0002,28,104,否,否,是,
2026-05-22 10:19:49,1_1_0001,28,104,否,否,是,
2026-05-22 10:20:22,1_1_0010,28,104,否,否,是,
2026-05-22 10:20:22,1_1_0008,28,104,否,否,是,
2026-05-22 10:20:29,1_1_0005,28,104,否,否,是,
2026-05-22 10:20:35,1_1_0009,28,104,否,否,是,
2026-05-22 10:20:43,1_1_0007,28,104,否,否,是,
2026-05-22 10:20:58,1_1_0003,28,104,否,否,是,
2026-05-22 10:21:09,1_1_0006,28,104,否,否,是,
2026-05-22 10:21:17,1_1_0004,28,104,否,否,是,
2026-05-22 10:21:31,1_1_0002,28,104,否,否,是,
2026-05-22 10:21:45,1_1_0001,28,104,否,否,是,
2026-05-22 10:22:18,1_1_0010,28,104,否,否,是,
2026-05-22 10:22:20,1_1_0008,28,104,否,否,是,
2026-05-22 10:22:26,1_1_0005,28,104,否,否,是,
2026-05-22 10:22:31,1_1_0009,28,104,否,否,是,
2026-05-22 10:22:40,1_1_0007,28,104,否,否,是,
2026-05-22 10:22:53,1_1_0003,28,104,否,否,是,
2026-05-22 10:23:03,1_1_0006,28,104,否,否,是,
2026-05-22 10:23:15,1_1_0004,28,104,否,否,是,
2026-05-22 10:23:28,1_1_0002,28,104,否,否,是,
2026-05-22 10:23:38,1_1_0001,28,104,否,否,是,
2026-05-22 10:24:10,1_1_0010,28,104,否,否,是,
2026-05-22 10:24:11,1_1_0008,28,104,否,否,是,
2026-05-22 10:24:16,1_1_0005,28,104,否,否,是,
2026-05-22 10:24:20,1_1_0009,28,104,否,否,是,
2026-05-22 10:24:30,1_1_0007,28,104,否,否,是,
2026-05-22 10:24:38,1_1_0003,28,104,否,否,是,
2026-05-22 10:24:47,1_1_0006,28,104,否,否,是,
2026-05-22 10:24:56,1_1_0004,28,104,否,否,是,
2026-05-22 10:25:07,1_1_0002,28,104,否,否,是,
2026-05-22 10:25:17,1_1_0001,28,104,否,否,是,
2026-05-22 10:25:48,1_1_0010,28,104,否,否,是,
2026-05-22 10:25:49,1_1_0008,28,104,否,否,是,
2026-05-22 10:25:54,1_1_0005,28,104,否,否,是,
2026-05-22 10:25:58,1_1_0009,28,104,否,否,是,
2026-05-22 10:26:08,1_1_0007,28,104,否,否,是,
2026-05-22 10:26:16,1_1_0003,28,104,否,否,是,
2026-05-22 10:26:26,1_1_0006,28,104,否,否,是,
2026-05-22 10:26:40,1_1_0004,28,104,否,否,是,
2026-05-22 10:26:54,1_1_0002,28,104,否,否,是,
2026-05-22 10:27:08,1_1_0001,28,104,否,否,是,
2026-05-22 10:27:39,1_1_0010,28,104,否,否,是,
2026-05-22 10:27:40,1_1_0008,28,104,否,否,是,
2026-05-22 10:27:48,1_1_0005,28,104,否,否,是,
2026-05-22 10:27:54,1_1_0009,28,104,否,否,是,
2026-05-22 10:27:59,1_1_0007,28,104,否,否,是,
2026-05-22 10:28:15,1_1_0003,28,104,否,否,是,
2026-05-22 10:28:16,1_1_0006,28,104,否,否,是,
2026-05-22 10:28:26,1_1_0004,28,104,否,否,是,
2026-05-22 10:28:38,1_1_0002,28,104,否,否,是,
2026-05-22 10:28:50,1_1_0001,28,104,否,否,是,
2026-05-22 10:29:23,1_1_0010,28,104,否,否,是,
2026-05-22 10:29:23,1_1_0008,28,104,否,否,是,
2026-05-22 10:29:30,1_1_0005,28,104,否,否,是,
2026-05-22 10:29:33,1_1_0009,28,104,否,否,是,
2026-05-22 10:29:45,1_1_0007,28,104,否,否,是,
2026-05-22 10:29:51,1_1_0003,28,104,否,否,是,
2026-05-22 10:30:02,1_1_0006,28,104,否,否,是,
2026-05-22 10:30:13,1_1_0004,28,104,否,否,是,
2026-05-22 10:30:27,1_1_0002,28,104,否,否,是,
2026-05-22 10:30:36,1_1_0001,28,104,否,否,是,
2026-05-22 10:31:09,1_1_0010,28,104,否,否,是,
2026-05-22 10:31:10,1_1_0008,28,104,否,否,是,
2026-05-22 10:31:17,1_1_0005,28,104,否,否,是,
2026-05-22 10:31:26,1_1_0009,28,104,否,否,是,
2026-05-22 10:31:33,1_1_0007,28,104,否,否,是,
2026-05-22 10:31:42,1_1_0003,28,104,否,否,是,
2026-05-22 10:31:51,1_1_0006,28,104,否,否,是,
2026-05-22 10:32:01,1_1_0004,28,104,否,否,是,
2026-05-22 10:32:13,1_1_0002,28,104,否,否,是,
2026-05-22 10:32:24,1_1_0001,28,104,否,否,是,
2026-05-22 10:32:56,1_1_0010,28,104,否,否,是,
2026-05-22 10:32:57,1_1_0008,28,104,否,否,是,
2026-05-22 10:33:04,1_1_0005,28,104,否,否,是,
2026-05-22 10:33:07,1_1_0009,28,104,否,否,是,
2026-05-22 10:33:14,1_1_0007,28,104,否,否,是,
2026-05-22 10:33:24,1_1_0003,28,104,否,否,是,
2026-05-22 10:33:35,1_1_0006,28,104,否,否,是,
2026-05-22 10:33:44,1_1_0004,28,104,否,否,是,
2026-05-22 10:33:59,1_1_0002,28,104,否,否,是,
2026-05-22 10:34:12,1_1_0001,28,104,否,否,是,
2026-05-22 10:34:44,1_1_0010,28,104,否,否,是,
2026-05-22 10:34:45,1_1_0008,28,104,否,否,是,
2026-05-22 10:34:52,1_1_0005,28,104,否,否,是,
2026-05-22 10:34:55,1_1_0009,28,104,否,否,是,
2026-05-22 10:35:02,1_1_0007,28,104,否,否,是,
2026-05-22 10:35:11,1_1_0003,28,104,否,否,是,
2026-05-22 10:35:23,1_1_0006,28,104,否,否,是,
2026-05-22 10:35:35,1_1_0004,28,104,否,否,是,
2026-05-22 10:35:46,1_1_0002,28,104,否,否,是,
2026-05-22 10:35:59,1_1_0001,28,104,否,否,是,
2026-05-22 10:36:30,1_1_0010,28,104,否,否,是,
2026-05-22 10:36:31,1_1_0008,28,104,否,否,是,
2026-05-22 10:36:36,1_1_0005,28,104,否,否,是,
2026-05-22 10:36:39,1_1_0009,28,104,否,否,是,
2026-05-22 10:36:46,1_1_0007,28,104,否,否,是,
2026-05-22 10:36:54,1_1_0003,28,104,否,否,是,
2026-05-22 10:37:05,1_1_0006,28,104,否,否,是,
2026-05-22 10:37:17,1_1_0004,28,104,否,否,是,
2026-05-22 10:37:28,1_1_0002,28,104,否,否,是,
2026-05-22 10:37:40,1_1_0001,28,104,否,否,是,
2026-05-22 10:38:12,1_1_0010,28,104,否,否,是,
2026-05-22 10:38:13,1_1_0008,28,104,否,否,是,
2026-05-22 10:38:18,1_1_0005,28,104,否,否,是,
2026-05-22 10:38:25,1_1_0009,28,104,否,否,是,
2026-05-22 10:38:29,1_1_0007,28,104,否,否,是,
2026-05-22 10:38:38,1_1_0003,28,104,否,否,是,
2026-05-22 10:38:46,1_1_0006,28,104,否,否,是,
2026-05-22 10:38:58,1_1_0004,28,104,否,否,是,
2026-05-22 10:39:11,1_1_0002,28,104,否,否,是,
2026-05-22 10:39:21,1_1_0001,28,104,否,否,是,
2026-05-22 10:39:54,1_1_0010,28,104,否,否,是,
2026-05-22 10:39:55,1_1_0008,28,104,否,否,是,
2026-05-22 10:40:01,1_1_0005,28,104,否,否,是,
2026-05-22 10:40:07,1_1_0009,28,104,否,否,是,
2026-05-22 10:40:15,1_1_0007,28,104,否,否,是,
2026-05-22 10:40:26,1_1_0003,28,104,否,否,是,
2026-05-22 10:40:36,1_1_0006,28,104,否,否,是,
2026-05-22 10:40:48,1_1_0004,28,104,否,否,是,
2026-05-22 10:41:02,1_1_0002,28,104,否,否,是,
2026-05-22 10:41:15,1_1_0001,28,104,否,否,是,
2026-05-22 10:41:47,1_1_0010,28,104,否,否,是,
2026-05-22 10:41:48,1_1_0008,28,104,否,否,是,
2026-05-22 10:41:53,1_1_0005,28,104,否,否,是,
2026-05-22 10:41:58,1_1_0009,28,104,否,否,是,
2026-05-22 10:42:08,1_1_0007,28,104,否,否,是,
2026-05-22 10:42:14,1_1_0003,28,104,否,否,是,
2026-05-22 10:42:28,1_1_0006,28,104,否,否,是,
2026-05-22 10:42:36,1_1_0004,28,104,否,否,是,
2026-05-22 10:42:50,1_1_0002,28,104,否,否,是,
2026-05-22 10:43:06,1_1_0001,28,104,否,否,是,
2026-05-22 10:43:39,1_1_0010,28,104,否,否,是,
2026-05-22 10:43:41,1_1_0008,28,104,否,否,是,
2026-05-22 10:43:47,1_1_0005,28,104,否,否,是,
2026-05-22 10:43:50,1_1_0009,28,104,否,否,是,
2026-05-22 10:43:54,1_1_0007,28,104,否,否,是,
2026-05-22 10:44:02,1_1_0003,28,104,否,否,是,
2026-05-22 10:44:17,1_1_0006,28,104,否,否,是,
2026-05-22 10:44:26,1_1_0004,28,104,否,否,是,
2026-05-22 10:44:38,1_1_0002,28,104,否,否,是,
2026-05-22 10:44:50,1_1_0001,28,104,否,否,是,
2026-05-22 10:45:21,1_1_0010,28,104,否,否,是,
2026-05-22 10:45:22,1_1_0008,28,104,否,否,是,
2026-05-22 10:45:28,1_1_0005,28,104,否,否,是,
2026-05-22 10:45:31,1_1_0009,28,104,否,否,是,
2026-05-22 10:45:38,1_1_0007,28,104,否,否,是,
2026-05-22 10:45:47,1_1_0003,28,104,否,否,是,
2026-05-22 10:45:58,1_1_0006,28,104,否,否,是,
2026-05-22 10:46:09,1_1_0004,28,104,否,否,是,
2026-05-22 10:46:21,1_1_0002,28,104,否,否,是,
2026-05-22 10:46:32,1_1_0001,28,104,否,否,是,
2026-05-22 10:47:06,1_1_0010,28,104,否,否,是,
2026-05-22 10:47:07,1_1_0008,28,104,否,否,是,
2026-05-22 10:47:15,1_1_0005,28,104,否,否,是,
2026-05-22 10:47:18,1_1_0009,28,104,否,否,是,
2026-05-22 10:47:30,1_1_0007,28,104,否,否,是,
2026-05-22 10:47:37,1_1_0003,28,104,否,否,是,
