时间,设备ID,温度(℃),电压(V),直流加热,电源反接,成功,错误码
2026-05-25 09:52:23,1_1_0004,28,104,否,否,是,
2026-05-25 09:52:39,1_1_0002,28,104,否,否,是,
2026-05-25 09:52:49,1_1_0001,28,104,否,否,是,
2026-05-25 09:53:22,1_1_0010,28,104,否,否,是,
2026-05-25 09:53:23,1_1_0008,28,104,否,否,是,
2026-05-25 09:53:29,1_1_0005,28,104,否,否,是,
2026-05-25 09:53:32,1_1_0009,28,104,否,否,是,
2026-05-25 09:53:42,1_1_0007,28,104,否,否,是,
2026-05-25 09:53:49,1_1_0003,28,104,否,否,是,
2026-05-25 09:54:02,1_1_0006,28,104,否,否,是,
2026-05-25 09:54:13,1_1_0004,28,104,否,否,是,
2026-05-25 09:54:27,1_1_0002,28,104,否,否,是,
2026-05-25 09:54:43,1_1_0001,28,104,否,否,是,
2026-05-25 09:55:15,1_1_0010,28,104,否,否,是,
2026-05-25 09:55:16,1_1_0008,28,104,否,否,是,
2026-05-25 09:55:22,1_1_0005,28,104,否,否,是,
2026-05-25 09:55:26,1_1_0009,28,104,否,否,是,
2026-05-25 09:55:35,1_1_0007,28,104,否,否,是,
2026-05-25 09:55:41,1_1_0003,28,104,否,否,是,
2026-05-25 09:55:50,1_1_0006,28,104,否,否,是,
2026-05-25 09:55:59,1_1_0004,28,104,否,否,是,
2026-05-25 09:56:12,1_1_0002,28,104,否,否,是,
2026-05-25 09:56:25,1_1_0001,28,104,否,否,是,
2026-05-25 09:56:57,1_1_0010,28,104,否,否,是,
2026-05-25 09:56:58,1_1_0008,28,104,否,否,是,
2026-05-25 09:57:05,1_1_0005,28,104,否,否,是,
2026-05-25 09:57:09,1_1_0009,28,104,否,否,是,
2026-05-25 09:57:15,1_1_0007,28,104,否,否,是,
2026-05-25 09:57:25,1_1_0003,28,104,否,否,是,
2026-05-25 09:57:31,1_1_0006,28,104,否,否,是,
2026-05-25 09:57:41,1_1_0004,28,104,否,否,是,
2026-05-25 09:57:56,1_1_0002,28,104,否,否,是,
2026-05-25 09:58:08,1_1_0001,28,104,否,否,是,
2026-05-25 09:58:40,1_1_0010,28,104,否,否,是,
2026-05-25 09:58:41,1_1_0008,28,104,否,否,是,
2026-05-25 09:58:47,1_1_0005,28,104,否,否,是,
2026-05-25 09:58:50,1_1_0009,28,104,否,否,是,
2026-05-25 09:58:56,1_1_0007,28,104,否,否,是,
2026-05-25 09:59:05,1_1_0003,28,104,否,否,是,
2026-05-25 09:59:15,1_1_0006,28,104,否,否,是,
2026-05-25 09:59:25,1_1_0004,28,104,否,否,是,
2026-05-25 09:59:40,1_1_0002,28,104,否,否,是,
2026-05-25 09:59:51,1_1_0001,28,104,否,否,是,
2026-05-25 10:00:23,1_1_0010,28,104,否,否,是,
2026-05-25 10:00:24,1_1_0008,28,104,否,否,是,
2026-05-25 10:00:30,1_1_0005,28,104,否,否,是,
2026-05-25 10:00:32,1_1_0009,28,104,否,否,是,
2026-05-25 10:00:38,1_1_0007,28,104,否,否,是,
2026-05-25 10:00:50,1_1_0003,28,104,否,否,是,
2026-05-25 10:01:00,1_1_0006,28,104,否,否,是,
2026-05-25 10:01:14,1_1_0004,28,104,否,否,是,
2026-05-25 10:01:32,1_1_0002,28,104,否,否,是,
2026-05-25 10:01:43,1_1_0001,28,104,否,否,是,
2026-05-25 10:02:16,1_1_0010,28,104,否,否,是,
2026-05-25 10:02:17,1_1_0008,28,104,否,否,是,
2026-05-25 10:02:22,1_1_0005,28,104,否,否,是,
2026-05-25 10:02:26,1_1_0009,28,104,否,否,是,
2026-05-25 10:02:34,1_1_0007,28,104,否,否,是,
2026-05-25 10:02:43,1_1_0003,28,104,否,否,是,
2026-05-25 10:02:52,1_1_0006,28,104,否,否,是,
2026-05-25 10:03:05,1_1_0004,28,104,否,否,是,
2026-05-25 10:03:18,1_1_0002,28,104,否,否,是,
2026-05-25 10:03:27,1_1_0001,28,104,否,否,是,
2026-05-25 10:03:59,1_1_0010,28,104,否,否,是,
2026-05-25 10:04:00,1_1_0008,28,104,否,否,是,
2026-05-25 10:04:09,1_1_0005,28,104,否,否,是,
2026-05-25 10:04:12,1_1_0009,28,104,否,否,是,
2026-05-25 10:04:18,1_1_0007,28,104,否,否,是,
2026-05-25 10:04:26,1_1_0003,28,104,否,否,是,
2026-05-25 10:04:35,1_1_0006,28,104,否,否,是,
2026-05-25 10:04:47,1_1_0004,28,104,否,否,是,
2026-05-25 10:04:56,1_1_0002,28,104,否,否,是,
2026-05-25 10:05:17,1_1_0001,0,0,否,否,否,2
2026-05-25 10:05:48,1_1_0010,28,104,否,否,是,
2026-05-25 10:05:49,1_1_0008,28,104,否,否,是,
2026-05-25 10:05:54,1_1_0005,28,104,否,否,是,
2026-05-25 10:06:00,1_1_0009,28,104,否,否,是,
2026-05-25 10:06:08,1_1_0007,28,104,否,否,是,
2026-05-25 10:06:18,1_1_0003,28,104,否,否,是,
2026-05-25 10:06:28,1_1_0006,28,104,否,否,是,
2026-05-25 10:06:36,1_1_0004,28,104,否,否,是,
2026-05-25 10:06:46,1_1_0002,28,104,否,否,是,
2026-05-25 10:06:57,1_1_0001,28,104,否,否,是,
2026-05-25 10:07:29,1_1_0010,28,104,否,否,是,
2026-05-25 10:07:30,1_1_0008,28,104,否,否,是,
2026-05-25 10:07:38,1_1_0005,28,104,否,否,是,
2026-05-25 10:07:41,1_1_0009,28,104,否,否,是,
2026-05-25 10:07:47,1_1_0007,28,104,否,否,是,
2026-05-25 10:08:01,1_1_0003,28,104,否,否,是,
2026-05-25 10:08:10,1_1_0006,28,104,否,否,是,
2026-05-25 10:08:18,1_1_0004,28,104,否,否,是,
2026-05-25 10:08:29,1_1_0002,28,104,否,否,是,
2026-05-25 10:08:42,1_1_0001,28,104,否,否,是,
2026-05-25 10:09:14,1_1_0010,28,104,否,否,是,
2026-05-25 10:09:15,1_1_0008,28,104,否,否,是,
2026-05-25 10:09:20,1_1_0005,28,104,否,否,是,
2026-05-25 10:09:27,1_1_0009,28,104,否,否,是,
2026-05-25 10:09:35,1_1_0007,28,104,否,否,是,
2026-05-25 10:09:45,1_1_0003,28,104,否,否,是,
2026-05-25 10:09:55,1_1_0006,28,104,否,否,是,
2026-05-25 10:10:07,1_1_0004,28,104,否,否,是,
2026-05-25 10:10:18,1_1_0002,28,104,否,否,是,
2026-05-25 10:10:27,1_1_0001,28,104,否,否,是,
2026-05-25 10:10:59,1_1_0010,28,104,否,否,是,
2026-05-25 10:11:00,1_1_0008,28,104,否,否,是,
2026-05-25 10:11:07,1_1_0005,28,104,否,否,是,
2026-05-25 10:11:11,1_1_0009,28,104,否,否,是,
2026-05-25 10:11:19,1_1_0007,28,104,否,否,是,
2026-05-25 10:11:34,1_1_0003,28,104,否,否,是,
2026-05-25 10:11:42,1_1_0006,28,104,否,否,是,
2026-05-25 10:12:03,1_1_0004,0,0,否,否,否,2
2026-05-25 10:12:18,1_1_0002,28,104,否,否,是,
2026-05-25 10:12:29,1_1_0001,28,104,否,否,是,
2026-05-25 10:13:01,1_1_0010,28,104,否,否,是,
2026-05-25 10:13:03,1_1_0008,28,104,否,否,是,
2026-05-25 10:13:08,1_1_0005,28,104,否,否,是,
2026-05-25 10:13:12,1_1_0009,28,104,否,否,是,
2026-05-25 10:13:19,1_1_0007,28,104,否,否,是,
2026-05-25 10:13:27,1_1_0003,28,104,否,否,是,
2026-05-25 10:13:38,1_1_0006,28,104,否,否,是,
2026-05-25 10:13:50,1_1_0004,28,104,否,否,是,
2026-05-25 10:14:04,1_1_0002,28,104,否,否,是,
2026-05-25 10:14:16,1_1_0001,28,104,否,否,是,
2026-05-25 10:14:47,1_1_0010,28,104,否,否,是,
2026-05-25 10:14:48,1_1_0008,28,104,否,否,是,
2026-05-25 10:14:55,1_1_0005,28,104,否,否,是,
2026-05-25 10:15:00,1_1_0009,28,104,否,否,是,
2026-05-25 10:15:07,1_1_0007,28,104,否,否,是,
2026-05-25 10:15:16,1_1_0003,28,104,否,否,是,
2026-05-25 10:15:29,1_1_0006,28,104,否,否,是,
2026-05-25 10:15:43,1_1_0004,28,104,否,否,是,
2026-05-25 10:15:54,1_1_0002,28,104,否,否,是,
2026-05-25 10:16:07,1_1_0001,28,104,否,否,是,
2026-05-25 10:16:39,1_1_0010,28,104,否,否,是,
2026-05-25 10:16:41,1_1_0008,28,104,否,否,是,
2026-05-25 10:16:46,1_1_0005,28,104,否,否,是,
2026-05-25 10:16:49,1_1_0009,28,104,否,否,是,
2026-05-25 10:16:57,1_1_0007,28,104,否,否,是,
2026-05-25 10:17:06,1_1_0003,28,104,否,否,是,
2026-05-25 10:17:17,1_1_0006,28,104,否,否,是,
2026-05-25 10:17:28,1_1_0004,28,104,否,否,是,
2026-05-25 10:17:41,1_1_0002,28,104,否,否,是,
2026-05-25 10:17:56,1_1_0001,28,104,否,否,是,
2026-05-25 10:18:27,1_1_0010,28,104,否,否,是,
2026-05-25 10:18:29,1_1_0008,28,104,否,否,是,
2026-05-25 10:18:33,1_1_0005,28,104,否,否,是,
2026-05-25 10:18:37,1_1_0009,28,104,否,否,是,
2026-05-25 10:18:44,1_1_0007,28,104,否,否,是,
2026-05-25 10:18:53,1_1_0003,28,104,否,否,是,
2026-05-25 10:18:59,1_1_0006,28,104,否,否,是,
2026-05-25 10:19:09,1_1_0004,28,104,否,否,是,
2026-05-25 10:19:23,1_1_0002,28,104,否,否,是,
2026-05-25 10:19:35,1_1_0001,28,104,否,否,是,
2026-05-25 10:20:10,1_1_0010,28,104,否,否,是,
2026-05-25 10:20:12,1_1_0008,28,104,否,否,是,
2026-05-25 10:20:18,1_1_0005,28,104,否,否,是,
2026-05-25 10:20:21,1_1_0009,28,104,否,否,是,
2026-05-25 10:20:28,1_1_0007,28,104,否,否,是,
2026-05-25 10:20:35,1_1_0003,28,104,否,否,是,
2026-05-25 10:20:43,1_1_0006,28,104,否,否,是,
2026-05-25 10:20:54,1_1_0004,28,104,否,否,是,
2026-05-25 10:21:08,1_1_0002,28,104,否,否,是,
2026-05-25 10:21:20,1_1_0001,28,104,否,否,是,
2026-05-25 10:21:52,1_1_0010,28,104,否,否,是,
2026-05-25 10:21:54,1_1_0008,28,104,否,否,是,
2026-05-25 10:22:00,1_1_0005,28,104,否,否,是,
2026-05-25 10:22:03,1_1_0009,28,104,否,否,是,
2026-05-25 10:22:09,1_1_0007,28,104,否,否,是,
2026-05-25 10:22:17,1_1_0003,28,104,否,否,是,
2026-05-25 10:22:25,1_1_0006,28,104,否,否,是,
2026-05-25 10:22:36,1_1_0004,28,104,否,否,是,
2026-05-25 10:22:47,1_1_0002,28,104,否,否,是,
2026-05-25 10:23:01,1_1_0001,28,104,否,否,是,
2026-05-25 10:23:34,1_1_0010,28,104,否,否,是,
2026-05-25 10:23:35,1_1_0008,28,104,否,否,是,
2026-05-25 10:23:40,1_1_0005,28,104,否,否,是,
2026-05-25 10:23:45,1_1_0009,28,104,否,否,是,
2026-05-25 10:23:53,1_1_0007,28,104,否,否,是,
2026-05-25 10:24:03,1_1_0003,28,104,否,否,是,
2026-05-25 10:24:13,1_1_0006,28,104,否,否,是,
2026-05-25 10:24:25,1_1_0004,28,104,否,否,是,
2026-05-25 10:24:40,1_1_0002,28,104,否,否,是,
2026-05-25 10:24:49,1_1_0001,28,104,否,否,是,
2026-05-25 10:25:20,1_1_0010,28,104,否,否,是,
2026-05-25 10:25:21,1_1_0008,28,104,否,否,是,
2026-05-25 10:25:28,1_1_0005,28,104,否,否,是,
2026-05-25 10:25:33,1_1_0009,28,104,否,否,是,
2026-05-25 10:25:39,1_1_0007,28,104,否,否,是,
2026-05-25 10:25:47,1_1_0003,28,104,否,否,是,
2026-05-25 10:25:55,1_1_0006,28,104,否,否,是,
2026-05-25 10:26:06,1_1_0004,28,104,否,否,是,
2026-05-25 10:26:17,1_1_0002,28,104,否,否,是,
2026-05-25 10:26:28,1_1_0001,28,104,否,否,是,
2026-05-25 10:27:01,1_1_0010,28,104,否,否,是,
2026-05-25 10:27:02,1_1_0008,28,104,否,否,是,
2026-05-25 10:27:07,1_1_0005,28,104,否,否,是,
2026-05-25 10:27:13,1_1_0009,28,104,否,否,是,
2026-05-25 10:27:21,1_1_0007,28,104,否,否,是,
2026-05-25 10:27:28,1_1_0003,28,104,否,否,是,
2026-05-25 10:27:37,1_1_0006,28,104,否,否,是,
2026-05-25 10:27:50,1_1_0004,28,104,否,否,是,
2026-05-25 10:28:01,1_1_0002,28,104,否,否,是,
2026-05-25 10:28:12,1_1_0001,28,104,否,否,是,
2026-05-25 10:28:44,1_1_0010,28,104,否,否,是,
2026-05-25 10:28:46,1_1_0008,28,104,否,否,是,
2026-05-25 10:28:53,1_1_0005,28,104,否,否,是,
2026-05-25 10:28:56,1_1_0009,28,104,否,否,是,
2026-05-25 10:29:04,1_1_0007,28,104,否,否,是,
2026-05-25 10:29:13,1_1_0003,28,104,否,否,是,
2026-05-25 10:29:22,1_1_0006,28,104,否,否,是,
2026-05-25 10:29:37,1_1_0004,28,104,否,否,是,
2026-05-25 10:29:47,1_1_0002,28,104,否,否,是,
2026-05-25 10:30:02,1_1_0001,28,104,否,否,是,
2026-05-25 10:30:35,1_1_0010,28,104,否,否,是,
2026-05-25 10:30:36,1_1_0008,28,104,否,否,是,
2026-05-25 10:30:40,1_1_0005,28,104,否,否,是,
2026-05-25 10:30:45,1_1_0009,28,104,否,否,是,
2026-05-25 10:30:50,1_1_0007,28,104,否,否,是,
2026-05-25 10:30:57,1_1_0003,28,104,否,否,是,
2026-05-25 10:31:07,1_1_0006,28,104,否,否,是,
2026-05-25 10:31:18,1_1_0004,28,104,否,否,是,
2026-05-25 10:31:33,1_1_0002,28,104,否,否,是,
2026-05-25 10:31:46,1_1_0001,28,104,否,否,是,
2026-05-25 10:32:17,1_1_0010,28,104,否,否,是,
2026-05-25 10:32:19,1_1_0008,28,104,否,否,是,
2026-05-25 10:32:25,1_1_0005,28,104,否,否,是,
2026-05-25 10:32:32,1_1_0009,28,104,否,否,是,
2026-05-25 10:32:41,1_1_0007,28,104,否,否,是,
2026-05-25 10:32:48,1_1_0003,28,104,否,否,是,
2026-05-25 10:32:56,1_1_0006,28,104,否,否,是,
2026-05-25 10:33:05,1_1_0004,28,104,否,否,是,
2026-05-25 10:33:20,1_1_0002,28,104,否,否,是,
2026-05-25 10:33:32,1_1_0001,28,104,否,否,是,
2026-05-25 10:34:05,1_1_0010,28,104,否,否,是,
2026-05-25 10:34:06,1_1_0008,28,104,否,否,是,
2026-05-25 10:34:13,1_1_0005,28,104,否,否,是,
2026-05-25 10:34:17,1_1_0009,28,104,否,否,是,
2026-05-25 10:34:25,1_1_0007,28,104,否,否,是,
2026-05-25 10:34:33,1_1_0003,28,104,否,否,是,
2026-05-25 10:34:43,1_1_0006,28,104,否,否,是,
2026-05-25 10:34:54,1_1_0004,28,104,否,否,是,
2026-05-25 10:35:09,1_1_0002,28,104,否,否,是,
2026-05-25 10:35:17,1_1_0001,28,104,否,否,是,
2026-05-25 10:35:49,1_1_0010,28,104,否,否,是,
2026-05-25 10:35:50,1_1_0008,28,104,否,否,是,
2026-05-25 10:35:55,1_1_0005,28,104,否,否,是,
2026-05-25 10:36:00,1_1_0009,28,104,否,否,是,
2026-05-25 10:36:06,1_1_0007,28,104,否,否,是,
2026-05-25 10:36:13,1_1_0003,28,104,否,否,是,
2026-05-25 10:36:22,1_1_0006,28,104,否,否,是,
2026-05-25 10:36:32,1_1_0004,28,104,否,否,是,
2026-05-25 10:36:47,1_1_0002,28,104,否,否,是,
2026-05-25 10:37:01,1_1_0001,28,104,否,否,是,
2026-05-25 10:37:33,1_1_0010,28,104,否,否,是,
2026-05-25 10:37:35,1_1_0008,28,104,否,否,是,
2026-05-25 10:37:41,1_1_0005,28,104,否,否,是,
2026-05-25 10:37:44,1_1_0009,28,104,否,否,是,
2026-05-25 10:37:54,1_1_0007,28,104,否,否,是,
2026-05-25 10:38:02,1_1_0003,28,104,否,否,是,
2026-05-25 10:38:11,1_1_0006,28,104,否,否,是,
2026-05-25 10:38:25,1_1_0004,28,104,否,否,是,
2026-05-25 10:38:38,1_1_0002,28,104,否,否,是,
2026-05-25 10:38:52,1_1_0001,28,104,否,否,是,
2026-05-25 10:39:25,1_1_0010,28,104,否,否,是,
2026-05-25 10:39:26,1_1_0008,28,104,否,否,是,
2026-05-25 10:39:32,1_1_0005,28,104,否,否,是,
2026-05-25 10:39:37,1_1_0009,28,104,否,否,是,
2026-05-25 10:39:44,1_1_0007,28,104,否,否,是,
2026-05-25 10:39:55,1_1_0003,28,104,否,否,是,
2026-05-25 10:40:03,1_1_0006,28,104,否,否,是,
2026-05-25 10:40:19,1_1_0004,28,104,否,否,是,
2026-05-25 10:40:35,1_1_0002,28,104,否,否,是,
2026-05-25 10:40:48,1_1_0001,28,104,否,否,是,
2026-05-25 10:41:20,1_1_0010,28,104,否,否,是,
2026-05-25 10:41:22,1_1_0008,28,104,否,否,是,
2026-05-25 10:41:27,1_1_0005,28,104,否,否,是,
2026-05-25 10:41:32,1_1_0009,28,104,否,否,是,
2026-05-25 10:41:39,1_1_0007,28,104,否,否,是,
2026-05-25 10:41:47,1_1_0003,28,104,否,否,是,
2026-05-25 10:41:55,1_1_0006,28,104,否,否,是,
2026-05-25 10:42:07,1_1_0004,28,104,否,否,是,
2026-05-25 10:42:24,1_1_0002,28,104,否,否,是,
2026-05-25 10:42:35,1_1_0001,28,104,否,否,是,
2026-05-25 10:43:07,1_1_0010,28,104,否,否,是,
2026-05-25 10:43:08,1_1_0008,28,104,否,否,是,
2026-05-25 10:43:14,1_1_0005,28,104,否,否,是,
2026-05-25 10:43:19,1_1_0009,28,104,否,否,是,
2026-05-25 10:43:25,1_1_0007,28,104,否,否,是,
2026-05-25 10:43:32,1_1_0003,28,104,否,否,是,
2026-05-25 10:43:43,1_1_0006,28,104,否,否,是,
2026-05-25 10:43:53,1_1_0004,28,104,否,否,是,
2026-05-25 10:44:10,1_1_0002,28,104,否,否,是,
2026-05-25 10:44:21,1_1_0001,28,104,否,否,是,
2026-05-25 10:44:52,1_1_0010,28,104,否,否,是,
2026-05-25 10:44:54,1_1_0008,28,104,否,否,是,
2026-05-25 10:45:00,1_1_0005,28,104,否,否,是,
2026-05-25 10:45:03,1_1_0009,28,104,否,否,是,
2026-05-25 10:45:07,1_1_0007,28,104,否,否,是,
2026-05-25 10:45:19,1_1_0003,28,104,否,否,是,
2026-05-25 10:45:27,1_1_0006,28,104,否,否,是,
2026-05-25 10:45:38,1_1_0004,28,104,否,否,是,
2026-05-25 10:45:56,1_1_0002,28,104,否,否,是,
2026-05-25 10:46:07,1_1_0001,28,104,否,否,是,
2026-05-25 10:46:40,1_1_0010,28,104,否,否,是,
2026-05-25 10:46:41,1_1_0008,28,104,否,否,是,
2026-05-25 10:46:47,1_1_0005,28,104,否,否,是,
2026-05-25 10:46:50,1_1_0009,28,104,否,否,是,
2026-05-25 10:46:54,1_1_0007,28,104,否,否,是,
2026-05-25 10:47:02,1_1_0003,28,104,否,否,是,
2026-05-25 10:47:14,1_1_0006,28,104,否,否,是,
2026-05-25 10:47:28,1_1_0004,28,104,否,否,是,
2026-05-25 10:47:38,1_1_0002,28,104,否,否,是,
2026-05-25 10:47:54,1_1_0001,28,104,否,否,是,
2026-05-25 10:48:27,1_1_0010,28,104,否,否,是,
2026-05-25 10:48:28,1_1_0008,28,104,否,否,是,
2026-05-25 10:48:33,1_1_0005,28,104,否,否,是,
2026-05-25 10:48:36,1_1_0009,28,104,否,否,是,
2026-05-25 10:48:42,1_1_0007,28,104,否,否,是,
2026-05-25 10:48:55,1_1_0003,28,104,否,否,是,
2026-05-25 10:49:07,1_1_0006,28,104,否,否,是,
2026-05-25 10:49:18,1_1_0004,28,104,否,否,是,
2026-05-25 10:49:33,1_1_0002,28,104,否,否,是,
2026-05-25 10:49:45,1_1_0001,28,104,否,否,是,
2026-05-25 10:50:19,1_1_0010,28,104,否,否,是,
2026-05-25 10:50:20,1_1_0008,28,104,否,否,是,
2026-05-25 10:50:26,1_1_0005,28,104,否,否,是,
2026-05-25 10:50:30,1_1_0009,28,104,否,否,是,
2026-05-25 10:50:36,1_1_0007,28,104,否,否,是,
2026-05-25 10:50:44,1_1_0003,28,104,否,否,是,
2026-05-25 10:50:52,1_1_0006,28,104,否,否,是,
2026-05-25 10:51:05,1_1_0004,28,104,否,否,是,
2026-05-25 10:51:21,1_1_0002,28,104,否,否,是,
2026-05-25 10:51:33,1_1_0001,28,104,否,否,是,
2026-05-25 10:52:04,1_1_0010,28,104,否,否,是,
2026-05-25 10:52:05,1_1_0008,28,104,否,否,是,
2026-05-25 10:52:11,1_1_0005,28,104,否,否,是,
2026-05-25 10:52:14,1_1_0009,28,104,否,否,是,
2026-05-25 10:52:20,1_1_0007,28,104,否,否,是,
2026-05-25 10:52:33,1_1_0003,28,104,否,否,是,
2026-05-25 10:52:44,1_1_0006,28,104,否,否,是,
2026-05-25 10:52:55,1_1_0004,28,104,否,否,是,
2026-05-25 10:53:07,1_1_0002,28,104,否,否,是,
2026-05-25 10:53:20,1_1_0001,28,104,否,否,是,
2026-05-25 10:53:52,1_1_0010,28,104,否,否,是,
2026-05-25 10:53:54,1_1_0008,28,104,否,否,是,
2026-05-25 10:54:02,1_1_0005,28,104,否,否,是,
2026-05-25 10:54:07,1_1_0009,28,104,否,否,是,
2026-05-25 10:54:17,1_1_0007,28,104,否,否,是,
2026-05-25 10:54:27,1_1_0003,28,104,否,否,是,
2026-05-25 10:54:34,1_1_0006,28,104,否,否,是,
2026-05-25 10:54:47,1_1_0004,28,104,否,否,是,
2026-05-25 10:54:58,1_1_0002,28,104,否,否,是,
2026-05-25 10:55:09,1_1_0001,28,104,否,否,是,
2026-05-25 10:55:42,1_1_0010,28,104,否,否,是,
2026-05-25 10:55:43,1_1_0008,28,104,否,否,是,
2026-05-25 10:55:48,1_1_0005,28,104,否,否,是,
2026-05-25 10:55:53,1_1_0009,28,104,否,否,是,
2026-05-25 10:56:02,1_1_0007,28,104,否,否,是,
2026-05-25 10:56:11,1_1_0003,28,104,否,否,是,
2026-05-25 10:56:18,1_1_0006,28,104,否,否,是,
2026-05-25 10:56:28,1_1_0004,28,104,否,否,是,
2026-05-25 10:56:40,1_1_0002,28,104,否,否,是,
2026-05-25 10:56:54,1_1_0001,28,104,否,否,是,
2026-05-25 10:57:27,1_1_0010,28,104,否,否,是,
2026-05-25 10:57:28,1_1_0008,28,104,否,否,是,
2026-05-25 10:57:36,1_1_0005,28,104,否,否,是,
2026-05-25 10:57:42,1_1_0009,28,104,否,否,是,
2026-05-25 10:57:52,1_1_0007,28,104,否,否,是,
2026-05-25 10:57:58,1_1_0003,28,104,否,否,是,
2026-05-25 10:58:10,1_1_0006,28,104,否,否,是,
2026-05-25 10:58:19,1_1_0004,28,104,否,否,是,
2026-05-25 10:58:32,1_1_0002,28,104,否,否,是,
2026-05-25 10:58:44,1_1_0001,28,104,否,否,是,
2026-05-25 10:59:16,1_1_0010,28,104,否,否,是,
2026-05-25 10:59:17,1_1_0008,28,104,否,否,是,
2026-05-25 10:59:22,1_1_0005,28,104,否,否,是,
2026-05-25 10:59:28,1_1_0009,28,104,否,否,是,
2026-05-25 10:59:37,1_1_0007,28,104,否,否,是,
2026-05-25 10:59:47,1_1_0003,28,104,否,否,是,
2026-05-25 11:00:00,1_1_0006,28,104,否,否,是,
2026-05-25 11:00:11,1_1_0004,28,104,否,否,是,
2026-05-25 11:00:22,1_1_0002,28,104,否,否,是,
2026-05-25 11:00:35,1_1_0001,28,104,否,否,是,
2026-05-25 11:01:07,1_1_0010,28,104,否,否,是,
2026-05-25 11:01:08,1_1_0008,28,104,否,否,是,
2026-05-25 11:01:16,1_1_0005,28,104,否,否,是,
2026-05-25 11:01:19,1_1_0009,28,104,否,否,是,
2026-05-25 11:01:27,1_1_0007,28,104,否,否,是,
2026-05-25 11:01:39,1_1_0003,28,104,否,否,是,
2026-05-25 11:01:52,1_1_0006,28,104,否,否,是,
2026-05-25 11:02:06,1_1_0004,28,104,否,否,是,
2026-05-25 11:02:18,1_1_0002,28,104,否,否,是,
2026-05-25 11:02:27,1_1_0001,28,104,否,否,是,
2026-05-25 11:02:58,1_1_0010,28,104,否,否,是,
2026-05-25 11:02:59,1_1_0008,28,104,否,否,是,
2026-05-25 11:03:07,1_1_0005,28,104,否,否,是,
2026-05-25 11:03:11,1_1_0009,28,104,否,否,是,
2026-05-25 11:03:18,1_1_0007,28,104,否,否,是,
2026-05-25 11:03:28,1_1_0003,28,104,否,否,是,
2026-05-25 11:03:36,1_1_0006,28,104,否,否,是,
2026-05-25 11:03:45,1_1_0004,28,104,否,否,是,
2026-05-25 11:03:57,1_1_0002,28,104,否,否,是,
2026-05-25 11:04:15,1_1_0001,28,104,否,否,是,
2026-05-25 11:04:46,1_1_0010,28,104,否,否,是,
2026-05-25 11:04:47,1_1_0008,28,104,否,否,是,
2026-05-25 11:04:52,1_1_0005,28,104,否,否,是,
2026-05-25 11:04:56,1_1_0009,28,104,否,否,是,
2026-05-25 11:05:04,1_1_0007,28,104,否,否,是,
2026-05-25 11:05:14,1_1_0003,28,104,否,否,是,
2026-05-25 11:05:21,1_1_0006,28,104,否,否,是,
2026-05-25 11:05:33,1_1_0004,28,104,否,否,是,
2026-05-25 11:05:45,1_1_0002,28,104,否,否,是,
