时间,设备ID,温度(℃),电压(V),直流加热,电源反接,成功,错误码
2026-05-15 15:42:07,1_1_0005,28,29,否,否,是,
2026-05-15 15:42:13,1_1_0007,28,29,否,否,是,
2026-05-15 15:42:16,1_1_0002,28,30,否,否,是,
2026-05-15 15:42:22,1_1_0009,28,29,否,否,是,
2026-05-15 15:42:27,1_1_0003,36,29,否,否,是,
2026-05-15 15:42:36,1_1_0010,28,29,否,否,是,
2026-05-15 15:42:46,1_1_0008,28,29,否,否,是,
2026-05-15 15:43:17,1_1_0004,28,30,否,否,是,
2026-05-15 15:43:20,1_1_0006,28,30,否,否,是,
2026-05-15 15:43:21,1_1_0001,28,30,否,否,是,
2026-05-15 15:43:28,1_1_0005,28,29,否,否,是,
2026-05-15 15:43:34,1_1_0007,28,29,否,否,是,
2026-05-15 15:43:35,1_1_0002,28,30,否,否,是,
2026-05-15 15:43:42,1_1_0009,28,29,否,否,是,
2026-05-15 15:43:47,1_1_0003,36,29,否,否,是,
2026-05-15 15:43:55,1_1_0010,28,29,否,否,是,
2026-05-15 15:44:03,1_1_0008,28,29,否,否,是,
2026-05-15 15:44:34,1_1_0004,28,30,否,否,是,
2026-05-15 15:44:41,1_1_0006,28,30,否,否,是,
2026-05-15 15:44:44,1_1_0001,28,30,否,否,是,
2026-05-15 15:44:52,1_1_0005,28,29,否,否,是,
2026-05-15 15:44:59,1_1_0007,28,29,否,否,是,
2026-05-15 15:45:00,1_1_0002,28,30,否,否,是,
2026-05-15 15:45:06,1_1_0009,28,29,否,否,是,
2026-05-15 15:45:13,1_1_0003,36,29,否,否,是,
2026-05-15 15:45:19,1_1_0010,28,29,否,否,是,
2026-05-15 15:45:39,1_1_0008,0,0,否,否,否,2
2026-05-15 15:46:11,1_1_0004,28,30,否,否,是,
2026-05-15 15:46:15,1_1_0006,28,30,否,否,是,
2026-05-15 15:46:17,1_1_0001,28,30,否,否,是,
2026-05-15 15:46:27,1_1_0005,28,29,否,否,是,
2026-05-15 15:46:33,1_1_0007,28,29,否,否,是,
2026-05-15 15:46:37,1_1_0002,28,30,否,否,是,
2026-05-15 15:46:44,1_1_0009,28,29,否,否,是,
2026-05-15 15:46:49,1_1_0003,36,29,否,否,是,
2026-05-15 15:47:00,1_1_0010,28,28,否,否,是,
2026-05-15 15:47:23,1_1_0008,0,0,否,否,否,2
2026-05-15 15:47:54,1_1_0004,28,30,否,否,是,
2026-05-15 15:48:00,1_1_0006,28,30,否,否,是,
2026-05-15 15:48:01,1_1_0001,28,30,否,否,是,
2026-05-15 15:48:06,1_1_0005,28,29,否,否,是,
2026-05-15 15:48:13,1_1_0007,28,29,否,否,是,
2026-05-15 15:48:15,1_1_0002,28,30,否,否,是,
2026-05-15 15:48:19,1_1_0009,28,29,否,否,是,
2026-05-15 15:48:22,1_1_0003,36,29,否,否,是,
2026-05-15 15:48:30,1_1_0010,28,29,否,否,是,
2026-05-15 15:48:51,1_1_0008,0,0,否,否,否,2
2026-05-15 15:49:22,1_1_0004,28,30,否,否,是,
2026-05-15 15:49:27,1_1_0006,28,30,否,否,是,
2026-05-15 15:49:29,1_1_0001,28,30,否,否,是,
2026-05-15 15:49:39,1_1_0005,28,29,否,否,是,
2026-05-15 15:49:45,1_1_0007,28,29,否,否,是,
2026-05-15 15:49:47,1_1_0002,28,30,否,否,是,
2026-05-15 15:49:53,1_1_0009,28,29,否,否,是,
2026-05-15 15:49:56,1_1_0003,36,29,否,否,是,
2026-05-15 15:50:04,1_1_0010,28,29,否,否,是,
2026-05-15 15:50:10,1_1_0008,28,29,否,否,是,
2026-05-15 15:50:41,1_1_0004,28,30,否,否,是,
2026-05-15 15:50:44,1_1_0006,28,30,否,否,是,
2026-05-15 15:50:45,1_1_0001,28,30,否,否,是,
2026-05-15 15:50:54,1_1_0005,28,29,否,否,是,
2026-05-15 15:51:00,1_1_0007,28,29,否,否,是,
2026-05-15 15:51:01,1_1_0002,28,30,否,否,是,
2026-05-15 15:51:09,1_1_0009,28,29,否,否,是,
2026-05-15 15:51:13,1_1_0003,36,29,否,否,是,
2026-05-15 15:51:23,1_1_0010,28,29,否,否,是,
2026-05-15 15:51:44,1_1_0008,0,0,否,否,否,2
2026-05-15 15:52:15,1_1_0004,28,30,否,否,是,
2026-05-15 15:52:18,1_1_0006,28,30,否,否,是,
2026-05-15 15:52:19,1_1_0001,28,30,否,否,是,
2026-05-15 15:52:30,1_1_0005,28,29,否,否,是,
2026-05-15 15:52:36,1_1_0007,28,29,否,否,是,
2026-05-15 15:52:37,1_1_0002,28,30,否,否,是,
2026-05-15 15:52:43,1_1_0009,28,29,否,否,是,
2026-05-15 15:52:50,1_1_0003,36,29,否,否,是,
2026-05-15 15:52:57,1_1_0010,28,29,否,否,是,
2026-05-15 15:53:20,1_1_0008,0,0,否,否,否,2
2026-05-15 15:53:51,1_1_0004,28,30,否,否,是,
2026-05-15 15:53:55,1_1_0006,28,30,否,否,是,
2026-05-15 15:53:58,1_1_0001,28,30,否,否,是,
2026-05-15 15:54:06,1_1_0005,28,29,否,否,是,
2026-05-15 15:54:12,1_1_0007,28,29,否,否,是,
2026-05-15 15:54:14,1_1_0002,28,30,否,否,是,
2026-05-15 15:54:22,1_1_0009,28,29,否,否,是,
2026-05-15 15:54:26,1_1_0003,36,29,否,否,是,
2026-05-15 15:54:33,1_1_0010,28,29,否,否,是,
2026-05-15 15:54:54,1_1_0008,0,0,否,否,否,2
2026-05-15 15:55:26,1_1_0004,28,30,否,否,是,
2026-05-15 15:55:30,1_1_0006,28,30,否,否,是,
2026-05-15 15:55:30,1_1_0001,28,30,否,否,是,
2026-05-15 15:55:37,1_1_0005,28,29,否,否,是,
2026-05-15 15:55:42,1_1_0007,28,29,否,否,是,
2026-05-15 15:55:43,1_1_0002,28,30,否,否,是,
2026-05-15 15:55:50,1_1_0009,28,29,否,否,是,
2026-05-15 15:55:59,1_1_0003,36,29,否,否,是,
2026-05-15 15:56:08,1_1_0010,28,29,否,否,是,
2026-05-15 15:56:13,1_1_0008,28,29,否,否,是,
2026-05-15 15:56:45,1_1_0004,28,30,否,否,是,
2026-05-15 15:56:48,1_1_0006,28,30,否,否,是,
2026-05-15 15:56:49,1_1_0001,28,30,否,否,是,
2026-05-15 15:56:54,1_1_0005,28,29,否,否,是,
2026-05-15 15:57:02,1_1_0007,28,29,否,否,是,
2026-05-15 15:57:23,1_1_0002,0,0,否,否,否,2
2026-05-15 15:57:36,1_1_0009,28,29,否,否,是,
2026-05-15 15:57:41,1_1_0003,36,29,否,否,是,
2026-05-15 15:57:49,1_1_0010,28,29,否,否,是,
2026-05-15 15:58:11,1_1_0008,0,0,否,否,否,2
2026-05-15 15:58:41,1_1_0004,28,30,否,否,是,
2026-05-15 15:58:44,1_1_0006,28,30,否,否,是,
2026-05-15 15:58:45,1_1_0001,28,30,否,否,是,
2026-05-15 15:58:54,1_1_0005,28,29,否,否,是,
2026-05-15 15:58:59,1_1_0007,28,29,否,否,是,
2026-05-15 15:59:01,1_1_0002,28,30,否,否,是,
2026-05-15 15:59:07,1_1_0009,28,29,否,否,是,
2026-05-15 15:59:09,1_1_0003,36,29,否,否,是,
2026-05-15 15:59:17,1_1_0010,28,29,否,否,是,
2026-05-15 15:59:27,1_1_0008,28,29,否,否,是,
2026-05-15 15:59:58,1_1_0004,28,30,否,否,是,
2026-05-15 16:00:02,1_1_0006,28,30,否,否,是,
2026-05-15 16:00:04,1_1_0001,28,30,否,否,是,
2026-05-15 16:00:12,1_1_0005,28,29,否,否,是,
2026-05-15 16:00:17,1_1_0007,28,29,否,否,是,
2026-05-15 16:00:19,1_1_0002,28,30,否,否,是,
2026-05-15 16:00:24,1_1_0009,28,29,否,否,是,
2026-05-15 16:00:30,1_1_0003,36,29,否,否,是,
2026-05-15 16:00:41,1_1_0010,28,29,否,否,是,
2026-05-15 16:00:47,1_1_0008,28,29,否,否,是,
2026-05-15 16:01:18,1_1_0004,28,30,否,否,是,
2026-05-15 16:01:23,1_1_0006,28,30,否,否,是,
2026-05-15 16:01:24,1_1_0001,28,30,否,否,是,
2026-05-15 16:01:29,1_1_0005,28,29,否,否,是,
2026-05-15 16:01:35,1_1_0007,28,29,否,否,是,
2026-05-15 16:01:36,1_1_0002,28,30,否,否,是,
2026-05-15 16:01:45,1_1_0009,28,29,否,否,是,
2026-05-15 16:01:48,1_1_0003,36,29,否,否,是,
2026-05-15 16:01:57,1_1_0010,28,29,否,否,是,
2026-05-15 16:02:04,1_1_0008,28,29,否,否,是,
2026-05-15 16:02:35,1_1_0004,28,30,否,否,是,
2026-05-15 16:02:39,1_1_0006,28,30,否,否,是,
2026-05-15 16:02:41,1_1_0001,28,30,否,否,是,
2026-05-15 16:02:52,1_1_0005,28,29,否,否,是,
2026-05-15 16:03:02,1_1_0007,28,29,否,否,是,
2026-05-15 16:03:03,1_1_0002,28,30,否,否,是,
2026-05-15 16:03:10,1_1_0009,28,29,否,否,是,
2026-05-15 16:03:17,1_1_0003,36,29,否,否,是,
2026-05-15 16:03:26,1_1_0010,28,29,否,否,是,
2026-05-15 16:03:47,1_1_0008,0,0,否,否,否,2
2026-05-15 16:04:20,1_1_0004,28,30,否,否,是,
2026-05-15 16:04:28,1_1_0006,28,30,否,否,是,
2026-05-15 16:04:30,1_1_0001,28,30,否,否,是,
2026-05-15 16:04:38,1_1_0005,28,29,否,否,是,
2026-05-15 16:04:44,1_1_0007,28,29,否,否,是,
2026-05-15 16:04:46,1_1_0002,28,30,否,否,是,
2026-05-15 16:04:53,1_1_0009,28,29,否,否,是,
2026-05-15 16:05:00,1_1_0003,36,29,否,否,是,
2026-05-15 16:05:12,1_1_0010,28,29,否,否,是,
2026-05-15 16:05:21,1_1_0008,28,29,否,否,是,
2026-05-15 16:05:53,1_1_0004,28,30,否,否,是,
2026-05-15 16:05:58,1_1_0006,28,30,否,否,是,
2026-05-15 16:05:59,1_1_0001,28,30,否,否,是,
2026-05-15 16:06:05,1_1_0005,28,29,否,否,是,
2026-05-15 16:06:14,1_1_0007,28,29,否,否,是,
2026-05-15 16:06:15,1_1_0002,28,30,否,否,是,
2026-05-15 16:06:21,1_1_0009,28,29,否,否,是,
2026-05-15 16:06:28,1_1_0003,28,29,否,否,是,
2026-05-15 16:06:37,1_1_0010,28,29,否,否,是,
2026-05-15 16:06:44,1_1_0008,28,28,否,否,是,
2026-05-15 16:07:16,1_1_0004,28,30,否,否,是,
2026-05-15 16:07:19,1_1_0006,28,30,否,否,是,
2026-05-15 16:07:20,1_1_0001,28,30,否,否,是,
2026-05-15 16:07:30,1_1_0005,28,29,否,否,是,
2026-05-15 16:07:37,1_1_0007,28,29,否,否,是,
2026-05-15 16:07:39,1_1_0002,28,30,否,否,是,
2026-05-15 16:07:48,1_1_0009,28,29,否,否,是,
2026-05-15 16:07:57,1_1_0003,28,29,否,否,是,
2026-05-15 16:08:04,1_1_0010,28,29,否,否,是,
2026-05-15 16:08:25,1_1_0008,0,0,否,否,否,2
2026-05-15 16:08:56,1_1_0004,28,30,否,否,是,
2026-05-15 16:09:00,1_1_0006,28,30,否,否,是,
2026-05-15 16:09:01,1_1_0001,28,30,否,否,是,
2026-05-15 16:09:08,1_1_0005,28,29,否,否,是,
2026-05-15 16:09:12,1_1_0007,28,29,否,否,是,
2026-05-15 16:09:15,1_1_0002,28,30,否,否,是,
2026-05-15 16:09:22,1_1_0009,28,29,否,否,是,
2026-05-15 16:09:28,1_1_0003,28,29,否,否,是,
2026-05-15 16:09:40,1_1_0010,28,29,否,否,是,
2026-05-15 16:10:01,1_1_0008,0,0,否,否,否,2
2026-05-15 16:10:32,1_1_0004,28,30,否,否,是,
2026-05-15 16:10:37,1_1_0006,28,30,否,否,是,
2026-05-15 16:10:40,1_1_0001,28,30,否,否,是,
2026-05-15 16:10:45,1_1_0005,28,29,否,否,是,
2026-05-15 16:10:50,1_1_0007,28,29,否,否,是,
2026-05-15 16:10:52,1_1_0002,28,30,否,否,是,
2026-05-15 16:10:59,1_1_0009,28,29,否,否,是,
2026-05-15 16:11:05,1_1_0003,28,29,否,否,是,
2026-05-15 16:11:12,1_1_0010,28,29,否,否,是,
2026-05-15 16:11:32,1_1_0008,0,0,否,否,否,2
2026-05-15 16:12:04,1_1_0004,28,30,否,否,是,
2026-05-15 16:12:07,1_1_0006,28,30,否,否,是,
2026-05-15 16:12:08,1_1_0001,28,30,否,否,是,
2026-05-15 16:12:17,1_1_0005,28,29,否,否,是,
2026-05-15 16:12:26,1_1_0007,28,29,否,否,是,
2026-05-15 16:12:28,1_1_0002,28,30,否,否,是,
2026-05-15 16:12:37,1_1_0009,28,29,否,否,是,
2026-05-15 16:12:41,1_1_0003,28,29,否,否,是,
2026-05-15 16:12:49,1_1_0010,28,29,否,否,是,
2026-05-15 16:12:58,1_1_0008,28,29,否,否,是,
2026-05-15 16:13:29,1_1_0004,28,30,否,否,是,
2026-05-15 16:13:32,1_1_0006,28,30,否,否,是,
2026-05-15 16:13:34,1_1_0001,28,30,否,否,是,
2026-05-15 16:13:43,1_1_0005,28,29,否,否,是,
2026-05-15 16:13:50,1_1_0007,28,29,否,否,是,
2026-05-15 16:13:51,1_1_0002,28,30,否,否,是,
2026-05-15 16:13:58,1_1_0009,28,29,否,否,是,
2026-05-15 16:14:05,1_1_0003,28,29,否,否,是,
2026-05-15 16:14:12,1_1_0010,28,29,否,否,是,
2026-05-15 16:14:21,1_1_0008,28,29,否,否,是,
2026-05-15 16:14:53,1_1_0004,28,30,否,否,是,
2026-05-15 16:14:56,1_1_0006,28,30,否,否,是,
2026-05-15 16:14:59,1_1_0001,28,30,否,否,是,
2026-05-15 16:15:05,1_1_0005,28,29,否,否,是,
2026-05-15 16:15:10,1_1_0007,28,29,否,否,是,
2026-05-15 16:15:21,1_1_0002,28,30,否,否,是,
2026-05-15 16:15:28,1_1_0009,28,29,否,否,是,
2026-05-15 16:15:35,1_1_0003,28,29,否,否,是,
2026-05-15 16:15:43,1_1_0010,28,29,否,否,是,
2026-05-15 16:15:50,1_1_0008,28,29,否,否,是,
2026-05-15 16:17:31,1_1_0004,28,30,否,否,是,
2026-05-15 16:17:35,1_1_0006,28,30,否,否,是,
2026-05-15 16:17:36,1_1_0001,28,30,否,否,是,
2026-05-15 16:18:16,1_1_0004,28,30,否,否,是,
2026-05-15 16:18:21,1_1_0006,28,30,否,否,是,
2026-05-15 16:18:22,1_1_0001,28,30,否,否,是,
2026-05-15 16:18:30,1_1_0005,28,29,否,否,是,
2026-05-15 16:18:39,1_1_0007,28,29,否,否,是,
2026-05-15 16:18:41,1_1_0002,28,30,否,否,是,
2026-05-15 16:18:47,1_1_0009,28,29,否,否,是,
2026-05-15 16:18:56,1_1_0003,28,29,否,否,是,
